Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies",Program_name,Institute
2017-18,555,542,2018-19,0,2019-20,473,333,"350000(Three lakh fifty
thousand only)",140,"UG [3 Years
Program(s)]",Guru Nanak Dev University 
2015-16,745,596,2016-17,0,2017-18,512,357,"234000(Two lakh thirty
four thousand only)",155,"UG [4 Years
Program(s)]",Guru Nanak Dev University 
2016-17,555,552,2017-18,0,2018-19,468,328,"351000(Three lakh fifty
one thousand only)",140,"UG [4 Years
Program(s)]",Guru Nanak Dev University 
2017-18,555,542,2018-19,0,2019-20,473,333,"350000(Three lakh fifty
thousand only)",140,"UG [4 Years
Program(s)]",Guru Nanak Dev University 
2015-16,745,596,2016-17,0,2017-18,512,357,"234000(Two lakh thirty
four thousand only)",155,"UG [5 Years
Program(s)]",Guru Nanak Dev University 
2016-17,555,552,2017-18,0,2018-19,468,328,"351000(Three lakh fifty
one thousand only)",140,"UG [5 Years
Program(s)]",Guru Nanak Dev University 
2017-18,555,542,2018-19,0,2019-20,473,333,"350000(Three lakh fifty
thousand only)",140,"UG [5 Years
Program(s)]",Guru Nanak Dev University 
2015-16,745,596,2016-17,0,2017-18,512,357,"234000(Two lakh thirty
four thousand only)",155,"PG [2 Year
Program(s)]",Guru Nanak Dev University 
2016-17,555,552,2017-18,0,2018-19,468,328,"351000(Three lakh fifty
one thousand only)",140,"PG [2 Year
Program(s)]",Guru Nanak Dev University 
2017-18,555,542,2018-19,0,2019-20,473,333,"350000(Three lakh fifty
thousand only)",140,"PG [2 Year
Program(s)]",Guru Nanak Dev University 
2015-16,745,596,2016-17,0,2017-18,512,357,"234000(Two lakh thirty
four thousand only)",155,"PG [3 Year
Program(s)]",Guru Nanak Dev University 
2016-17,555,552,2017-18,0,2018-19,468,328,"351000(Three lakh fifty
one thousand only)",140,"PG [3 Year
Program(s)]",Guru Nanak Dev University 
2017-18,555,542,2018-19,0,2019-20,473,333,"350000(Three lakh fifty
thousand only)",140,"PG [3 Year
Program(s)]",Guru Nanak Dev University 
2015-16,745,596,2016-17,0,2017-18,512,357,"234000(Two lakh thirty
four thousand only)",155,PG-Integrated,Guru Nanak Dev University 
2016-17,555,552,2017-18,0,2018-19,468,328,"351000(Three lakh fifty
one thousand only)",140,PG-Integrated,Guru Nanak Dev University 
2017-18,555,542,2018-19,0,2019-20,473,333,"350000(Three lakh fifty
thousand only)",140,PG-Integrated,Guru Nanak Dev University 
2013-14,200,157,2014-15,0,2017-18,111,0,0(Zero),47,"UG [5 Years
Program(s)]","Indian Institute of Science Education & Research, Mohali "
2014-15,200,193,2015-16,0,2018-19,161,0,0(Zero),44,"UG [5 Years
Program(s)]","Indian Institute of Science Education & Research, Mohali "
2015-16,200,196,2016-17,0,2019-20,163,0,0(Zero),72,"UG [5 Years
Program(s)]","Indian Institute of Science Education & Research, Mohali "
2014-15,120,113,2015-16,0,2017-18,97,78,"960000(Nine Lakh
Sixty Thousand)",17,"UG [4 Years
Program(s)]",Indian Institute of Technology Ropar 
2015-16,120,113,2016-17,0,2018-19,105,75,"1120000(Eleven Lakh
Twenty Thousand)",24,"UG [4 Years
Program(s)]",Indian Institute of Technology Ropar 
2016-17,145,145,2017-18,0,2019-20,127,102,"1220000(Twelve Lakh
Twenty Thousand)",4,"UG [4 Years
Program(s)]",Indian Institute of Technology Ropar 
2014-15,120,113,2015-16,0,2017-18,97,78,"960000(Nine Lakh
Sixty Thousand)",17,"PG [2 Year
Program(s)]",Indian Institute of Technology Ropar 
2015-16,120,113,2016-17,0,2018-19,105,75,"1120000(Eleven Lakh
Twenty Thousand)",24,"PG [2 Year
Program(s)]",Indian Institute of Technology Ropar 
2016-17,145,145,2017-18,0,2019-20,127,102,"1220000(Twelve Lakh
Twenty Thousand)",4,"PG [2 Year
Program(s)]",Indian Institute of Technology Ropar 
2014-15,120,113,2015-16,0,2017-18,97,78,"960000(Nine Lakh
Sixty Thousand)",17,"PG [3 Year
Program(s)]",Indian Institute of Technology Ropar 
2015-16,120,113,2016-17,0,2018-19,105,75,"1120000(Eleven Lakh
Twenty Thousand)",24,"PG [3 Year
Program(s)]",Indian Institute of Technology Ropar 
2016-17,145,145,2017-18,0,2019-20,127,102,"1220000(Twelve Lakh
Twenty Thousand)",4,"PG [3 Year
Program(s)]",Indian Institute of Technology Ropar 
2014-15,120,113,2015-16,0,2017-18,97,78,"960000(Nine Lakh
Sixty Thousand)",17,PG-Integrated,Indian Institute of Technology Ropar 
2015-16,120,113,2016-17,0,2018-19,105,75,"1120000(Eleven Lakh
Twenty Thousand)",24,PG-Integrated,Indian Institute of Technology Ropar 
2016-17,145,145,2017-18,0,2019-20,127,102,"1220000(Twelve Lakh
Twenty Thousand)",4,PG-Integrated,Indian Institute of Technology Ropar 
2015-16,1275,1243,2016-17,47,2017-18,1024,186,"216000(Two Lacs
Sixteen Thousand
only)",249,"UG [3 Years
Program(s)]",Lovely Professional University 
2016-17,1805,1876,2017-18,44,2018-19,1619,329,"300000(Three Lacs
only)",355,"UG [3 Years
Program(s)]",Lovely Professional University 
2017-18,1835,1631,2018-19,29,2019-20,1537,229,"300000(Three Lacs
only)",325,"UG [3 Years
Program(s)]",Lovely Professional University 
2015-16,1275,1243,2016-17,47,2017-18,1024,186,"216000(Two Lacs
Sixteen Thousand
only)",249,"UG [4 Years
Program(s)]",Lovely Professional University 
2016-17,1805,1876,2017-18,44,2018-19,1619,329,"300000(Three Lacs
only)",355,"UG [4 Years
Program(s)]",Lovely Professional University 
2017-18,1835,1631,2018-19,29,2019-20,1537,229,"300000(Three Lacs
only)",325,"UG [4 Years
Program(s)]",Lovely Professional University 
2015-16,1275,1243,2016-17,47,2017-18,1024,186,"216000(Two Lacs
Sixteen Thousand
only)",249,"UG [5 Years
Program(s)]",Lovely Professional University 
2016-17,1805,1876,2017-18,44,2018-19,1619,329,"300000(Three Lacs
only)",355,"UG [5 Years
Program(s)]",Lovely Professional University 
2017-18,1835,1631,2018-19,29,2019-20,1537,229,"300000(Three Lacs
only)",325,"UG [5 Years
Program(s)]",Lovely Professional University 
2015-16,1275,1243,2016-17,47,2017-18,1024,186,"216000(Two Lacs
Sixteen Thousand
only)",249,"PG [1 Year
Program(s)]",Lovely Professional University 
2016-17,1805,1876,2017-18,44,2018-19,1619,329,"300000(Three Lacs
only)",355,"PG [1 Year
Program(s)]",Lovely Professional University 
2017-18,1835,1631,2018-19,29,2019-20,1537,229,"300000(Three Lacs
only)",325,"PG [1 Year
Program(s)]",Lovely Professional University 
2015-16,1275,1243,2016-17,47,2017-18,1024,186,"216000(Two Lacs
Sixteen Thousand
only)",249,"PG [2 Year
Program(s)]",Lovely Professional University 
2016-17,1805,1876,2017-18,44,2018-19,1619,329,"300000(Three Lacs
only)",355,"PG [2 Year
Program(s)]",Lovely Professional University 
2017-18,1835,1631,2018-19,29,2019-20,1537,229,"300000(Three Lacs
only)",325,"PG [2 Year
Program(s)]",Lovely Professional University 
2015-16,1275,1243,2016-17,47,2017-18,1024,186,"216000(Two Lacs
Sixteen Thousand
only)",249,"PG [3 Year
Program(s)]",Lovely Professional University 
2016-17,1805,1876,2017-18,44,2018-19,1619,329,"300000(Three Lacs
only)",355,"PG [3 Year
Program(s)]",Lovely Professional University 
2017-18,1835,1631,2018-19,29,2019-20,1537,229,"300000(Three Lacs
only)",325,"PG [3 Year
Program(s)]",Lovely Professional University 
2015-16,1275,1243,2016-17,47,2017-18,1024,186,"216000(Two Lacs
Sixteen Thousand
only)",249,PG-Integrated,Lovely Professional University 
2016-17,1805,1876,2017-18,44,2018-19,1619,329,"300000(Three Lacs
only)",355,PG-Integrated,Lovely Professional University 
2017-18,1835,1631,2018-19,29,2019-20,1537,229,"300000(Three Lacs
only)",325,PG-Integrated,Lovely Professional University 
2015-16,1266,1249,2016-17,0,2017-18,1147,100,300000(Three Lacs),904,"UG [3 Years
Program(s)]",Banasthali Vidyapith 
2016-17,1350,1314,2017-18,0,2018-19,1312,89,"220000(Two Lac
Twenty Thousand)",678,"UG [3 Years
Program(s)]",Banasthali Vidyapith 
2017-18,1335,1427,2018-19,0,2019-20,1421,102,"260000(Two Lac Sixty
Thousand)",874,"UG [3 Years
Program(s)]",Banasthali Vidyapith 
2015-16,1266,1249,2016-17,0,2017-18,1147,100,300000(Three Lacs),904,"UG [4 Years
Program(s)]",Banasthali Vidyapith 
2016-17,1350,1314,2017-18,0,2018-19,1312,89,"220000(Two Lac
Twenty Thousand)",678,"UG [4 Years
Program(s)]",Banasthali Vidyapith 
2017-18,1335,1427,2018-19,0,2019-20,1421,102,"260000(Two Lac Sixty
Thousand)",874,"UG [4 Years
Program(s)]",Banasthali Vidyapith 
2015-16,1266,1249,2016-17,0,2017-18,1147,100,300000(Three Lacs),904,"UG [5 Years
Program(s)]",Banasthali Vidyapith 
2016-17,1350,1314,2017-18,0,2018-19,1312,89,"220000(Two Lac
Twenty Thousand)",678,"UG [5 Years
Program(s)]",Banasthali Vidyapith 
2017-18,1335,1427,2018-19,0,2019-20,1421,102,"260000(Two Lac Sixty
Thousand)",874,"UG [5 Years
Program(s)]",Banasthali Vidyapith 
2015-16,1266,1249,2016-17,0,2017-18,1147,100,300000(Three Lacs),904,"PG [1 Year
Program(s)]",Banasthali Vidyapith 
2016-17,1350,1314,2017-18,0,2018-19,1312,89,"220000(Two Lac
Twenty Thousand)",678,"PG [1 Year
Program(s)]",Banasthali Vidyapith 
2017-18,1335,1427,2018-19,0,2019-20,1421,102,"260000(Two Lac Sixty
Thousand)",874,"PG [1 Year
Program(s)]",Banasthali Vidyapith 
2015-16,1266,1249,2016-17,0,2017-18,1147,100,300000(Three Lacs),904,"PG [2 Year
Program(s)]",Banasthali Vidyapith 
2016-17,1350,1314,2017-18,0,2018-19,1312,89,"220000(Two Lac
Twenty Thousand)",678,"PG [2 Year
Program(s)]",Banasthali Vidyapith 
2017-18,1335,1427,2018-19,0,2019-20,1421,102,"260000(Two Lac Sixty
Thousand)",874,"PG [2 Year
Program(s)]",Banasthali Vidyapith 
2015-16,1266,1249,2016-17,0,2017-18,1147,100,300000(Three Lacs),904,"PG [3 Year
Program(s)]",Banasthali Vidyapith 
2016-17,1350,1314,2017-18,0,2018-19,1312,89,"220000(Two Lac
Twenty Thousand)",678,"PG [3 Year
Program(s)]",Banasthali Vidyapith 
2017-18,1335,1427,2018-19,0,2019-20,1421,102,"260000(Two Lac Sixty
Thousand)",874,"PG [3 Year
Program(s)]",Banasthali Vidyapith 
2014-15,2232,2232,2015-16,0,2017-18,2106,1799,1100000(Eleven Lakh ),246,"UG [4 Years
Program(s)]",Birla Institute of Technology & Science -Pilani 
2015-16,2270,2270,2016-17,0,2018-19,2265,1930,"1200000(Twelve Lakh
)",317,"UG [4 Years
Program(s)]",Birla Institute of Technology & Science -Pilani 
2016-17,2196,2196,2017-18,0,2019-20,2134,1869,"1400000(Fourteen
Lakh )",155,"UG [4 Years
Program(s)]",Birla Institute of Technology & Science -Pilani 
2014-15,2232,2232,2015-16,0,2017-18,2106,1799,1100000(Eleven Lakh ),246,"PG [2 Year
Program(s)]",Birla Institute of Technology & Science -Pilani 
2015-16,2270,2270,2016-17,0,2018-19,2265,1930,"1200000(Twelve Lakh
)",317,"PG [2 Year
Program(s)]",Birla Institute of Technology & Science -Pilani 
2016-17,2196,2196,2017-18,0,2019-20,2134,1869,"1400000(Fourteen
Lakh )",155,"PG [2 Year
Program(s)]",Birla Institute of Technology & Science -Pilani 
2014-15,716,685,2015-16,0,2017-18,623,468,"625000(Six Lakh
twenty Five Thousand)",16,"UG [4 Years
Program(s)]",Malaviya National Institute of Technology 
2015-16,717,680,2016-17,0,2018-19,565,475,"680000(Six lakh eighty
thousand)",19,"UG [4 Years
Program(s)]",Malaviya National Institute of Technology 
2016-17,716,651,2017-18,0,2019-20,623,443,700000(Seven lakh),23,"UG [4 Years
Program(s)]",Malaviya National Institute of Technology 
2014-15,716,685,2015-16,0,2017-18,623,468,"625000(Six Lakh
twenty Five Thousand)",16,"UG [5 Years
Program(s)]",Malaviya National Institute of Technology 
2015-16,717,680,2016-17,0,2018-19,565,475,"680000(Six lakh eighty
thousand)",19,"UG [5 Years
Program(s)]",Malaviya National Institute of Technology 
2016-17,716,651,2017-18,0,2019-20,623,443,700000(Seven lakh),23,"UG [5 Years
Program(s)]",Malaviya National Institute of Technology 
2014-15,716,685,2015-16,0,2017-18,623,468,"625000(Six Lakh
twenty Five Thousand)",16,"PG [2 Year
Program(s)]",Malaviya National Institute of Technology 
2015-16,717,680,2016-17,0,2018-19,565,475,"680000(Six lakh eighty
thousand)",19,"PG [2 Year
Program(s)]",Malaviya National Institute of Technology 
2016-17,716,651,2017-18,0,2019-20,623,443,700000(Seven lakh),23,"PG [2 Year
Program(s)]",Malaviya National Institute of Technology 
2015-16,75,59,2016-17,0,2017-18,56,20,"120000(One Lakh
Twenty Thousand)",28,"UG [3 Years
Program(s)]",Alagappa University 
2016-17,105,80,2017-18,0,2018-19,79,45,"90000(Ninety
Thousand)",12,"UG [3 Years
Program(s)]",Alagappa University 
2015-16,75,59,2016-17,0,2017-18,56,20,"120000(One Lakh
Twenty Thousand)",28,"UG [4 Years
Program(s)]",Alagappa University 
2016-17,105,80,2017-18,0,2018-19,79,45,"90000(Ninety
Thousand)",12,"UG [4 Years
Program(s)]",Alagappa University 
2015-16,75,59,2016-17,0,2017-18,56,20,"120000(One Lakh
Twenty Thousand)",28,"PG [1 Year
Program(s)]",Alagappa University 
2016-17,105,80,2017-18,0,2018-19,79,45,"90000(Ninety
Thousand)",12,"PG [1 Year
Program(s)]",Alagappa University 
2015-16,75,59,2016-17,0,2017-18,56,20,"120000(One Lakh
Twenty Thousand)",28,"PG [2 Year
Program(s)]",Alagappa University 
2016-17,105,80,2017-18,0,2018-19,79,45,"90000(Ninety
Thousand)",12,"PG [2 Year
Program(s)]",Alagappa University 
2015-16,75,59,2016-17,0,2017-18,56,20,"120000(One Lakh
Twenty Thousand)",28,"PG [3 Year
Program(s)]",Alagappa University 
2016-17,105,80,2017-18,0,2018-19,79,45,"90000(Ninety
Thousand)",12,"PG [3 Year
Program(s)]",Alagappa University 
2015-16,75,59,2016-17,0,2017-18,56,20,"120000(One Lakh
Twenty Thousand)",28,PG-Integrated,Alagappa University 
2016-17,105,80,2017-18,0,2018-19,79,45,"90000(Ninety
Thousand)",12,PG-Integrated,Alagappa University 
2015-16,900,876,2016-17,0,2017-18,729,152,"219000(Two Lakhs
Nineteen Thousand)",303,"UG [3 Years
Program(s)]",Amrita Vishwa Vidyapeetham 
2016-17,900,802,2017-18,0,2018-19,692,90,500000(Five Lakhs),553,"UG [3 Years
Program(s)]",Amrita Vishwa Vidyapeetham 
2017-18,900,841,2018-19,0,2019-20,776,121,"223000(Two Lakhs
Twenty Three
Thousand)",407,"UG [3 Years
Program(s)]",Amrita Vishwa Vidyapeetham 
2015-16,900,876,2016-17,0,2017-18,729,152,"219000(Two Lakhs
Nineteen Thousand)",303,"UG [4 Years
Program(s)]",Amrita Vishwa Vidyapeetham 
2016-17,900,802,2017-18,0,2018-19,692,90,500000(Five Lakhs),553,"UG [4 Years
Program(s)]",Amrita Vishwa Vidyapeetham 
2017-18,900,841,2018-19,0,2019-20,776,121,"223000(Two Lakhs
Twenty Three
Thousand)",407,"UG [4 Years
Program(s)]",Amrita Vishwa Vidyapeetham 
2015-16,900,876,2016-17,0,2017-18,729,152,"219000(Two Lakhs
Nineteen Thousand)",303,"UG [5 Years
Program(s)]",Amrita Vishwa Vidyapeetham 
2016-17,900,802,2017-18,0,2018-19,692,90,500000(Five Lakhs),553,"UG [5 Years
Program(s)]",Amrita Vishwa Vidyapeetham 
2017-18,900,841,2018-19,0,2019-20,776,121,"223000(Two Lakhs
Twenty Three
Thousand)",407,"UG [5 Years
Program(s)]",Amrita Vishwa Vidyapeetham 
2015-16,900,876,2016-17,0,2017-18,729,152,"219000(Two Lakhs
Nineteen Thousand)",303,"PG [1 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2016-17,900,802,2017-18,0,2018-19,692,90,500000(Five Lakhs),553,"PG [1 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2017-18,900,841,2018-19,0,2019-20,776,121,"223000(Two Lakhs
Twenty Three
Thousand)",407,"PG [1 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2015-16,900,876,2016-17,0,2017-18,729,152,"219000(Two Lakhs
Nineteen Thousand)",303,"PG [2 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2016-17,900,802,2017-18,0,2018-19,692,90,500000(Five Lakhs),553,"PG [2 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2017-18,900,841,2018-19,0,2019-20,776,121,"223000(Two Lakhs
Twenty Three
Thousand)",407,"PG [2 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2015-16,900,876,2016-17,0,2017-18,729,152,"219000(Two Lakhs
Nineteen Thousand)",303,"PG [3 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2016-17,900,802,2017-18,0,2018-19,692,90,500000(Five Lakhs),553,"PG [3 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2017-18,900,841,2018-19,0,2019-20,776,121,"223000(Two Lakhs
Twenty Three
Thousand)",407,"PG [3 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2015-16,900,876,2016-17,0,2017-18,729,152,"219000(Two Lakhs
Nineteen Thousand)",303,PG-Integrated,Amrita Vishwa Vidyapeetham 
2016-17,900,802,2017-18,0,2018-19,692,90,500000(Five Lakhs),553,PG-Integrated,Amrita Vishwa Vidyapeetham 
2017-18,900,841,2018-19,0,2019-20,776,121,"223000(Two Lakhs
Twenty Three
Thousand)",407,PG-Integrated,Amrita Vishwa Vidyapeetham 
2015-16,900,876,2016-17,0,2017-18,729,152,"219000(Two Lakhs
Nineteen Thousand)",303,"PG [6 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2016-17,900,802,2017-18,0,2018-19,692,90,500000(Five Lakhs),553,"PG [6 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2017-18,900,841,2018-19,0,2019-20,776,121,"223000(Two Lakhs
Twenty Three
Thousand)",407,"PG [6 Year
Program(s)]",Amrita Vishwa Vidyapeetham 
2014-15,2620,2672,2015-16,10,2017-18,2354,1177,"500000(Rupees Five
Lakh Only)",153,"UG [4 Years
Program(s)]",Anna University 
2015-16,2740,2748,2016-17,9,2018-19,2558,1302,"500000(Rupees Five
Lakh Only)",107,"UG [4 Years
Program(s)]",Anna University 
2016-17,2740,2738,2017-18,7,2019-20,2260,1128,"550000(Rupees Five
Lakh Fifty Thousand
Only)",157,"UG [4 Years
Program(s)]",Anna University 
2014-15,2620,2672,2015-16,10,2017-18,2354,1177,"500000(Rupees Five
Lakh Only)",153,"UG [5 Years
Program(s)]",Anna University 
2015-16,2740,2748,2016-17,9,2018-19,2558,1302,"500000(Rupees Five
Lakh Only)",107,"UG [5 Years
Program(s)]",Anna University 
2016-17,2740,2738,2017-18,7,2019-20,2260,1128,"550000(Rupees Five
Lakh Fifty Thousand
Only)",157,"UG [5 Years
Program(s)]",Anna University 
2014-15,2620,2672,2015-16,10,2017-18,2354,1177,"500000(Rupees Five
Lakh Only)",153,"PG [2 Year
Program(s)]",Anna University 
2015-16,2740,2748,2016-17,9,2018-19,2558,1302,"500000(Rupees Five
Lakh Only)",107,"PG [2 Year
Program(s)]",Anna University 
2016-17,2740,2738,2017-18,7,2019-20,2260,1128,"550000(Rupees Five
Lakh Fifty Thousand
Only)",157,"PG [2 Year
Program(s)]",Anna University 
2014-15,2620,2672,2015-16,10,2017-18,2354,1177,"500000(Rupees Five
Lakh Only)",153,"PG [3 Year
Program(s)]",Anna University 
2015-16,2740,2748,2016-17,9,2018-19,2558,1302,"500000(Rupees Five
Lakh Only)",107,"PG [3 Year
Program(s)]",Anna University 
2016-17,2740,2738,2017-18,7,2019-20,2260,1128,"550000(Rupees Five
Lakh Fifty Thousand
Only)",157,"PG [3 Year
Program(s)]",Anna University 
2014-15,2620,2672,2015-16,10,2017-18,2354,1177,"500000(Rupees Five
Lakh Only)",153,PG-Integrated,Anna University 
2015-16,2740,2748,2016-17,9,2018-19,2558,1302,"500000(Rupees Five
Lakh Only)",107,PG-Integrated,Anna University 
2016-17,2740,2738,2017-18,7,2019-20,2260,1128,"550000(Rupees Five
Lakh Fifty Thousand
Only)",157,PG-Integrated,Anna University 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [3 Years
Program(s)]",Bharath Institute of Higher Education & Research 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"UG [3 Years
Program(s)]",Bharath Institute of Higher Education & Research 
2017-18,720,682,2018-19,0,2019-20,671,438,"355000(THREE LAKH
FIFTY FIVE
THOUSAND)",233,"UG [3 Years
Program(s)]",Bharath Institute of Higher Education & Research 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [4 Years
Program(s)]",Bharath Institute of Higher Education & Research 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"UG [4 Years
Program(s)]",Bharath Institute of Higher Education & Research 
2017-18,720,682,2018-19,0,2019-20,671,438,"355000(THREE LAKH
FIFTY FIVE
THOUSAND)",233,"UG [4 Years
Program(s)]",Bharath Institute of Higher Education & Research 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [5 Years
Program(s)]",Bharath Institute of Higher Education & Research 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"UG [5 Years
Program(s)]",Bharath Institute of Higher Education & Research 
2017-18,720,682,2018-19,0,2019-20,671,438,"355000(THREE LAKH
FIFTY FIVE
THOUSAND)",233,"UG [5 Years
Program(s)]",Bharath Institute of Higher Education & Research 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [2 Year
Program(s)]",Bharath Institute of Higher Education & Research 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"PG [2 Year
Program(s)]",Bharath Institute of Higher Education & Research 
2017-18,720,682,2018-19,0,2019-20,671,438,"355000(THREE LAKH
FIFTY FIVE
THOUSAND)",233,"PG [2 Year
Program(s)]",Bharath Institute of Higher Education & Research 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [3 Year
Program(s)]",Bharath Institute of Higher Education & Research 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"PG [3 Year
Program(s)]",Bharath Institute of Higher Education & Research 
2017-18,720,682,2018-19,0,2019-20,671,438,"355000(THREE LAKH
FIFTY FIVE
THOUSAND)",233,"PG [3 Year
Program(s)]",Bharath Institute of Higher Education & Research 
2015-16,30,29,2016-17,0,2017-18,23,10,"102000(One lakh two
thousands only)",8,"UG [3 Years
Program(s)]",Bharathiar University 
2016-17,160,135,2017-18,0,2018-19,128,51,"144000(One Lakh
Forty Four thousands
only)",56,"UG [3 Years
Program(s)]",Bharathiar University 
2017-18,160,140,2018-19,0,2019-20,129,62,"180000(One Lakh
Eighty thousands only)",56,"UG [3 Years
Program(s)]",Bharathiar University 
2015-16,30,29,2016-17,0,2017-18,23,10,"102000(One lakh two
thousands only)",8,"PG [2 Year
Program(s)]",Bharathiar University 
2016-17,160,135,2017-18,0,2018-19,128,51,"144000(One Lakh
Forty Four thousands
only)",56,"PG [2 Year
Program(s)]",Bharathiar University 
2017-18,160,140,2018-19,0,2019-20,129,62,"180000(One Lakh
Eighty thousands only)",56,"PG [2 Year
Program(s)]",Bharathiar University 
2015-16,30,29,2016-17,0,2017-18,23,10,"102000(One lakh two
thousands only)",8,"PG [3 Year
Program(s)]",Bharathiar University 
2016-17,160,135,2017-18,0,2018-19,128,51,"144000(One Lakh
Forty Four thousands
only)",56,"PG [3 Year
Program(s)]",Bharathiar University 
2017-18,160,140,2018-19,0,2019-20,129,62,"180000(One Lakh
Eighty thousands only)",56,"PG [3 Year
Program(s)]",Bharathiar University 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [3 Years
Program(s)]",Bharathidasan University 
2016-17,160,27,2017-18,0,2018-19,27,8,"120000(One Lakh
Twelve Thousand)",3,"UG [3 Years
Program(s)]",Bharathidasan University 
2017-18,160,80,2018-19,0,2019-20,80,22,"126000(One Lakh
Twenty Six Thousand )",11,"UG [3 Years
Program(s)]",Bharathidasan University 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [2 Year
Program(s)]",Bharathidasan University 
2016-17,160,27,2017-18,0,2018-19,27,8,"120000(One Lakh
Twelve Thousand)",3,"PG [2 Year
Program(s)]",Bharathidasan University 
2017-18,160,80,2018-19,0,2019-20,80,22,"126000(One Lakh
Twenty Six Thousand )",11,"PG [2 Year
Program(s)]",Bharathidasan University 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [3 Year
Program(s)]",Bharathidasan University 
2016-17,160,27,2017-18,0,2018-19,27,8,"120000(One Lakh
Twelve Thousand)",3,"PG [3 Year
Program(s)]",Bharathidasan University 
2017-18,160,80,2018-19,0,2019-20,80,22,"126000(One Lakh
Twenty Six Thousand )",11,"PG [3 Year
Program(s)]",Bharathidasan University 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,PG-Integrated,Bharathidasan University 
2016-17,160,27,2017-18,0,2018-19,27,8,"120000(One Lakh
Twelve Thousand)",3,PG-Integrated,Bharathidasan University 
2017-18,160,80,2018-19,0,2019-20,80,22,"126000(One Lakh
Twenty Six Thousand )",11,PG-Integrated,Bharathidasan University 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [6 Year
Program(s)]",Bharathidasan University 
2016-17,160,27,2017-18,0,2018-19,27,8,"120000(One Lakh
Twelve Thousand)",3,"PG [6 Year
Program(s)]",Bharathidasan University 
2017-18,160,80,2018-19,0,2019-20,80,22,"126000(One Lakh
Twenty Six Thousand )",11,"PG [6 Year
Program(s)]",Bharathidasan University 
2014-15,466,441,2015-16,0,2017-18,334,283,"1306000(Thirteen
lakhs and Six thousand
)",51,"UG [4 Years
Program(s)]",Indian Institute of Technology Madras 
2015-16,466,458,2016-17,0,2018-19,362,268,"1360000(Thirteen
lakhs and Sixty
thousant )",65,"UG [4 Years
Program(s)]",Indian Institute of Technology Madras 
2016-17,466,465,2017-18,0,2019-20,374,286,"1500000(Fifteen lakhs
)",43,"UG [4 Years
Program(s)]",Indian Institute of Technology Madras 
2014-15,466,441,2015-16,0,2017-18,334,283,"1306000(Thirteen
lakhs and Six thousand
)",51,"UG [5 Years
Program(s)]",Indian Institute of Technology Madras 
2015-16,466,458,2016-17,0,2018-19,362,268,"1360000(Thirteen
lakhs and Sixty
thousant )",65,"UG [5 Years
Program(s)]",Indian Institute of Technology Madras 
2016-17,466,465,2017-18,0,2019-20,374,286,"1500000(Fifteen lakhs
)",43,"UG [5 Years
Program(s)]",Indian Institute of Technology Madras 
2014-15,466,441,2015-16,0,2017-18,334,283,"1306000(Thirteen
lakhs and Six thousand
)",51,"PG [2 Year
Program(s)]",Indian Institute of Technology Madras 
2015-16,466,458,2016-17,0,2018-19,362,268,"1360000(Thirteen
lakhs and Sixty
thousant )",65,"PG [2 Year
Program(s)]",Indian Institute of Technology Madras 
2016-17,466,465,2017-18,0,2019-20,374,286,"1500000(Fifteen lakhs
)",43,"PG [2 Year
Program(s)]",Indian Institute of Technology Madras 
2014-15,466,441,2015-16,0,2017-18,334,283,"1306000(Thirteen
lakhs and Six thousand
)",51,"PG [3 Year
Program(s)]",Indian Institute of Technology Madras 
