Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies",Program_name,Institute
2014-15,522,483,2015-16,0,2017-18,372,148,"295500(Rupees Two
Lakh NinetyFive
Thousand Five
Hundred  )",74,"UG [4 Years
Program(s)]", Anand Agricultural University 
2012-13,424,375,2013-14,0,2015-16,248,60,"165000(Rupees One
Lakh SixtyFive
Thousand  Only )",140,"UG [5 Years
Program(s)]", Anand Agricultural University 
2013-14,522,493,2014-15,0,2016-17,344,113,"183000(Rupees One
Lakh EightyThree
Thousand  Only )",151,"UG [5 Years
Program(s)]", Anand Agricultural University 
2014-15,522,483,2015-16,0,2017-18,372,148,"295500(Rupees Two
Lakh NinetyFive
Thousand Five
Hundred  )",74,"UG [5 Years
Program(s)]", Anand Agricultural University 
2012-13,424,375,2013-14,0,2015-16,248,60,"165000(Rupees One
Lakh SixtyFive
Thousand  Only )",140,"PG [2 Year
Program(s)]", Anand Agricultural University 
2013-14,522,493,2014-15,0,2016-17,344,113,"183000(Rupees One
Lakh EightyThree
Thousand  Only )",151,"PG [2 Year
Program(s)]", Anand Agricultural University 
2014-15,522,483,2015-16,0,2017-18,372,148,"295500(Rupees Two
Lakh NinetyFive
Thousand Five
Hundred  )",74,"PG [2 Year
Program(s)]", Anand Agricultural University 
2012-13,120,120,2013-14,0,2015-16,105,64,"750000(Rupees Seven
Lakh Fifty Thousand)",21,"UG [4 Years
Program(s)]", Indian Institute of Technology Gandhinagar 
2013-14,140,134,2014-15,0,2016-17,112,70,"707500(Rupees Seven
Lakh Seven Thousand
Five Hundred)",11,"UG [4 Years
Program(s)]", Indian Institute of Technology Gandhinagar 
2014-15,150,141,2015-16,0,2017-18,102,54,"663000(Rupees Six
Lakh Sixty Three
Thousands)",30,"UG [4 Years
Program(s)]", Indian Institute of Technology Gandhinagar 
2012-13,120,120,2013-14,0,2015-16,105,64,"750000(Rupees Seven
Lakh Fifty Thousand)",21,"PG [2 Year
Program(s)]", Indian Institute of Technology Gandhinagar 
2013-14,140,134,2014-15,0,2016-17,112,70,"707500(Rupees Seven
Lakh Seven Thousand
Five Hundred)",11,"PG [2 Year
Program(s)]", Indian Institute of Technology Gandhinagar 
2014-15,150,141,2015-16,0,2017-18,102,54,"663000(Rupees Six
Lakh Sixty Three
Thousands)",30,"PG [2 Year
Program(s)]", Indian Institute of Technology Gandhinagar 
2012-13,322,334,2013-14,9,2015-16,282,65,500000(Five lacs),217,"UG [4 Years
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2013-14,263,271,2014-15,6,2016-17,227,74,500000(Five  lacs),153,"UG [4 Years
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2014-15,276,274,2015-16,6,2017-18,226,40,600000(Six lacs),186,"UG [4 Years
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2012-13,322,334,2013-14,9,2015-16,282,65,500000(Five lacs),217,"PG [2 Year
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2013-14,263,271,2014-15,6,2016-17,227,74,500000(Five  lacs),153,"PG [2 Year
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2014-15,276,274,2015-16,6,2017-18,226,40,600000(Six lacs),186,"PG [2 Year
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2012-13,322,334,2013-14,9,2015-16,282,65,500000(Five lacs),217,"PG [3 Year
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2013-14,263,271,2014-15,6,2016-17,227,74,500000(Five  lacs),153,"PG [3 Year
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2014-15,276,274,2015-16,6,2017-18,226,40,600000(Six lacs),186,"PG [3 Year
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2012-13,322,334,2013-14,9,2015-16,282,65,500000(Five lacs),217,"UG [6 Year
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2013-14,263,271,2014-15,6,2016-17,227,74,500000(Five  lacs),153,"UG [6 Year
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2014-15,276,274,2015-16,6,2017-18,226,40,600000(Six lacs),186,"UG [6 Year
Program(s)]", Chaudhary Charan Singh Haryana Agricultural University 
2012-13,120,115,2013-14,0,2015-16,112,80,1100000(Eleven Lakh),5,"UG [4 Years
Program(s)]", Indian Institute of Technology Mandi 
2013-14,120,116,2014-15,0,2016-17,114,79,1000000(Ten Lakh),3,"UG [4 Years
Program(s)]", Indian Institute of Technology Mandi 
2014-15,120,112,2015-16,0,2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,"UG [4 Years
Program(s)]", Indian Institute of Technology Mandi 
2012-13,120,115,2013-14,0,2015-16,112,80,1100000(Eleven Lakh),5,"PG [2 Year
Program(s)]", Indian Institute of Technology Mandi 
2013-14,120,116,2014-15,0,2016-17,114,79,1000000(Ten Lakh),3,"PG [2 Year
Program(s)]", Indian Institute of Technology Mandi 
2014-15,120,112,2015-16,0,2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,"PG [2 Year
Program(s)]", Indian Institute of Technology Mandi 
2012-13,120,115,2013-14,0,2015-16,112,80,1100000(Eleven Lakh),5,"PG [3 Year
Program(s)]", Indian Institute of Technology Mandi 
2013-14,120,116,2014-15,0,2016-17,114,79,1000000(Ten Lakh),3,"PG [3 Year
Program(s)]", Indian Institute of Technology Mandi 
2014-15,120,112,2015-16,0,2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,"PG [3 Year
Program(s)]", Indian Institute of Technology Mandi 
2012-13,120,115,2013-14,0,2015-16,112,80,1100000(Eleven Lakh),5,"PG [6 Year
Program(s)]", Indian Institute of Technology Mandi 
2013-14,120,116,2014-15,0,2016-17,114,79,1000000(Ten Lakh),3,"PG [6 Year
Program(s)]", Indian Institute of Technology Mandi 
2014-15,120,112,2015-16,0,2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,"PG [6 Year
Program(s)]", Indian Institute of Technology Mandi 
2012-13,120,115,2013-14,0,2015-16,112,80,1100000(Eleven Lakh),5,PG-Integrated, Indian Institute of Technology Mandi 
2013-14,120,116,2014-15,0,2016-17,114,79,1000000(Ten Lakh),3,PG-Integrated, Indian Institute of Technology Mandi 
2014-15,120,112,2015-16,0,2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,PG-Integrated, Indian Institute of Technology Mandi 
2013-14,0,0,2014-15,0,2015-16,0,0,0(Zero),0,"UG [4 Years
Program(s)]", University of Kashmir 
2014-15,0,0,2015-16,0,2016-17,0,0,0(Zero),0,"UG [4 Years
Program(s)]", University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [4 Years
Program(s)]", University of Kashmir 
2013-14,0,0,2014-15,0,2015-16,0,0,0(Zero),0,"UG [5 Years
Program(s)]", University of Kashmir 
2014-15,0,0,2015-16,0,2016-17,0,0,0(Zero),0,"UG [5 Years
Program(s)]", University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [5 Years
Program(s)]", University of Kashmir 
2013-14,0,0,2014-15,0,2015-16,0,0,0(Zero),0,"PG [1 Year
Program(s)]", University of Kashmir 
2014-15,0,0,2015-16,0,2016-17,0,0,0(Zero),0,"PG [1 Year
Program(s)]", University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [1 Year
Program(s)]", University of Kashmir 
2013-14,0,0,2014-15,0,2015-16,0,0,0(Zero),0,"PG [2 Year
Program(s)]", University of Kashmir 
2014-15,0,0,2015-16,0,2016-17,0,0,0(Zero),0,"PG [2 Year
Program(s)]", University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [2 Year
Program(s)]", University of Kashmir 
2013-14,0,0,2014-15,0,2015-16,0,0,0(Zero),0,"PG [3 Year
Program(s)]", University of Kashmir 
2014-15,0,0,2015-16,0,2016-17,0,0,0(Zero),0,"PG [3 Year
Program(s)]", University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [3 Year
Program(s)]", University of Kashmir 
2013-14,0,0,2014-15,0,2015-16,0,0,0(Zero),0,PG-Integrated, University of Kashmir 
2014-15,0,0,2015-16,0,2016-17,0,0,0(Zero),0,PG-Integrated, University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,PG-Integrated, University of Kashmir 
2013-14,0,0,2014-15,0,2015-16,0,0,0(Zero),0,"UG [3 Years
Program(s)]", University of Kashmir 
2014-15,0,0,2015-16,0,2016-17,0,0,0(Zero),0,"UG [3 Years
Program(s)]", University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [3 Years
Program(s)]", University of Kashmir 
2012-13,820,700,2013-14,0,2015-16,675,475,"364666(Three Lakh
Sixty Four Thousand
Six Hundred Sixty Six )",27,"UG [4 Years
Program(s)]", Birla Institute of Technology 
2013-14,820,842,2014-15,0,2016-17,659,484,"346000(Three Lakh
Forty Six Thousand )",46,"UG [4 Years
Program(s)]", Birla Institute of Technology 
2014-15,850,816,2015-16,0,2017-18,659,530,"660000(Six Lakh Sixty
Thousand )",15,"UG [4 Years
Program(s)]", Birla Institute of Technology 
2012-13,820,700,2013-14,0,2015-16,675,475,"364666(Three Lakh
Sixty Four Thousand
Six Hundred Sixty Six )",27,"UG [5 Years
Program(s)]", Birla Institute of Technology 
2013-14,820,842,2014-15,0,2016-17,659,484,"346000(Three Lakh
Forty Six Thousand )",46,"UG [5 Years
Program(s)]", Birla Institute of Technology 
2014-15,850,816,2015-16,0,2017-18,659,530,"660000(Six Lakh Sixty
Thousand )",15,"UG [5 Years
Program(s)]", Birla Institute of Technology 
2012-13,820,700,2013-14,0,2015-16,675,475,"364666(Three Lakh
Sixty Four Thousand
Six Hundred Sixty Six )",27,"PG [2 Year
Program(s)]", Birla Institute of Technology 
2013-14,820,842,2014-15,0,2016-17,659,484,"346000(Three Lakh
Forty Six Thousand )",46,"PG [2 Year
Program(s)]", Birla Institute of Technology 
2014-15,850,816,2015-16,0,2017-18,659,530,"660000(Six Lakh Sixty
Thousand )",15,"PG [2 Year
Program(s)]", Birla Institute of Technology 
2012-13,820,700,2013-14,0,2015-16,675,475,"364666(Three Lakh
Sixty Four Thousand
Six Hundred Sixty Six )",27,"PG [3 Year
Program(s)]", Birla Institute of Technology 
2013-14,820,842,2014-15,0,2016-17,659,484,"346000(Three Lakh
Forty Six Thousand )",46,"PG [3 Year
Program(s)]", Birla Institute of Technology 
2014-15,850,816,2015-16,0,2017-18,659,530,"660000(Six Lakh Sixty
Thousand )",15,"PG [3 Year
Program(s)]", Birla Institute of Technology 
2012-13,820,700,2013-14,0,2015-16,675,475,"364666(Three Lakh
Sixty Four Thousand
Six Hundred Sixty Six )",27,PG-Integrated, Birla Institute of Technology 
2013-14,820,842,2014-15,0,2016-17,659,484,"346000(Three Lakh
Forty Six Thousand )",46,PG-Integrated, Birla Institute of Technology 
2014-15,850,816,2015-16,0,2017-18,659,530,"660000(Six Lakh Sixty
Thousand )",15,PG-Integrated, Birla Institute of Technology 
2012-13,880,782,2013-14,0,2015-16,761,538,"750000(Rupees Seven
Lakh Fifty Thousand
Only)",37,"UG [5 Years
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2013-14,822,808,2014-15,0,2016-17,805,578,"705500(Rupees Seven
Lakh Five Thousand
Five Hundred Only)",63,"UG [5 Years
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2014-15,841,834,2015-16,0,2017-18,826,592,"795000(Rupees Seven
Lakh Ninety Five
Thousand Only)",14,"UG [5 Years
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2012-13,880,782,2013-14,0,2015-16,761,538,"750000(Rupees Seven
Lakh Fifty Thousand
Only)",37,"PG [2 Year
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2013-14,822,808,2014-15,0,2016-17,805,578,"705500(Rupees Seven
Lakh Five Thousand
Five Hundred Only)",63,"PG [2 Year
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2014-15,841,834,2015-16,0,2017-18,826,592,"795000(Rupees Seven
Lakh Ninety Five
Thousand Only)",14,"PG [2 Year
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2012-13,880,782,2013-14,0,2015-16,761,538,"750000(Rupees Seven
Lakh Fifty Thousand
Only)",37,"PG [3 Year
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2013-14,822,808,2014-15,0,2016-17,805,578,"705500(Rupees Seven
Lakh Five Thousand
Five Hundred Only)",63,"PG [3 Year
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2014-15,841,834,2015-16,0,2017-18,826,592,"795000(Rupees Seven
Lakh Ninety Five
Thousand Only)",14,"PG [3 Year
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2012-13,880,782,2013-14,0,2015-16,761,538,"750000(Rupees Seven
Lakh Fifty Thousand
Only)",37,"UG [4 Years
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2013-14,822,808,2014-15,0,2016-17,805,578,"705500(Rupees Seven
Lakh Five Thousand
Five Hundred Only)",63,"UG [4 Years
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2014-15,841,834,2015-16,0,2017-18,826,592,"795000(Rupees Seven
Lakh Ninety Five
Thousand Only)",14,"UG [4 Years
Program(s)]", Indian Institute of Technology (Indian School of Mines) Dhanbad 
2012-13,120,119,2013-14,0,2015-16,105,0,0(Zero),80,"UG [4 Years
Program(s)]", Indian Institute of Science 
2013-14,120,117,2014-15,0,2016-17,89,6,"1200000(twelve lakh
rupees)",74,"UG [4 Years
Program(s)]", Indian Institute of Science 
2014-15,120,116,2015-16,0,2017-18,86,10,"1250000(twelve lakh
fiftye thousand rupees)",75,"UG [4 Years
Program(s)]", Indian Institute of Science 
2012-13,120,119,2013-14,0,2015-16,105,0,0(Zero),80,"PG [2 Year
Program(s)]", Indian Institute of Science 
2013-14,120,117,2014-15,0,2016-17,89,6,"1200000(twelve lakh
rupees)",74,"PG [2 Year
Program(s)]", Indian Institute of Science 
2014-15,120,116,2015-16,0,2017-18,86,10,"1250000(twelve lakh
fiftye thousand rupees)",75,"PG [2 Year
Program(s)]", Indian Institute of Science 
2013-14,202,110,2014-15,0,2015-16,103,15,"320000(Three lakhs
twenty thousand only)",29,"UG [3 Years
Program(s)]", JSS Academy of Higher Education and Research 
2014-15,240,194,2015-16,0,2016-17,191,112,"400000(Four lakhs
only)",73,"UG [3 Years
Program(s)]", JSS Academy of Higher Education and Research 
2015-16,240,234,2016-17,0,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"UG [3 Years
Program(s)]", JSS Academy of Higher Education and Research 
2013-14,202,110,2014-15,0,2015-16,103,15,"320000(Three lakhs
twenty thousand only)",29,"UG [4 Years
Program(s)]", JSS Academy of Higher Education and Research 
2014-15,240,194,2015-16,0,2016-17,191,112,"400000(Four lakhs
only)",73,"UG [4 Years
Program(s)]", JSS Academy of Higher Education and Research 
2015-16,240,234,2016-17,0,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"UG [4 Years
Program(s)]", JSS Academy of Higher Education and Research 
2013-14,202,110,2014-15,0,2015-16,103,15,"320000(Three lakhs
twenty thousand only)",29,"PG [2 Year
Program(s)]", JSS Academy of Higher Education and Research 
2014-15,240,194,2015-16,0,2016-17,191,112,"400000(Four lakhs
only)",73,"PG [2 Year
Program(s)]", JSS Academy of Higher Education and Research 
2015-16,240,234,2016-17,0,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"PG [2 Year
Program(s)]", JSS Academy of Higher Education and Research 
2013-14,202,110,2014-15,0,2015-16,103,15,"320000(Three lakhs
twenty thousand only)",29,"PG [3 Year
Program(s)]", JSS Academy of Higher Education and Research 
2014-15,240,194,2015-16,0,2016-17,191,112,"400000(Four lakhs
only)",73,"PG [3 Year
Program(s)]", JSS Academy of Higher Education and Research 
2015-16,240,234,2016-17,0,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"PG [3 Year
Program(s)]", JSS Academy of Higher Education and Research 
2013-14,202,110,2014-15,0,2015-16,103,15,"320000(Three lakhs
twenty thousand only)",29,"UG [5 Years
Program(s)]", JSS Academy of Higher Education and Research 
2014-15,240,194,2015-16,0,2016-17,191,112,"400000(Four lakhs
only)",73,"UG [5 Years
Program(s)]", JSS Academy of Higher Education and Research 
2015-16,240,234,2016-17,0,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"UG [5 Years
Program(s)]", JSS Academy of Higher Education and Research 
2013-14,202,110,2014-15,0,2015-16,103,15,"320000(Three lakhs
twenty thousand only)",29,"PG [6 Year
Program(s)]", JSS Academy of Higher Education and Research 
2014-15,240,194,2015-16,0,2016-17,191,112,"400000(Four lakhs
only)",73,"PG [6 Year
Program(s)]", JSS Academy of Higher Education and Research 
2015-16,240,234,2016-17,0,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"PG [6 Year
Program(s)]", JSS Academy of Higher Education and Research 
2013-14,90,59,2014-15,0,2015-16,47,4,"240000(Two lakhs
forty thousand only)",38,"UG [3 Years
Program(s)]", KLE Academy of Higher Education and Research 
2014-15,110,82,2015-16,0,2016-17,52,2,"360000(Three lakhs
Sixty  thousand only)",8,"UG [3 Years
Program(s)]", KLE Academy of Higher Education and Research 
2015-16,110,107,2016-17,7,2017-18,86,31,"360000(Three lakhs
sixty thousand only)",15,"UG [3 Years
Program(s)]", KLE Academy of Higher Education and Research 
2013-14,90,59,2014-15,0,2015-16,47,4,"240000(Two lakhs
forty thousand only)",38,"UG [4 Years
Program(s)]", KLE Academy of Higher Education and Research 
2014-15,110,82,2015-16,0,2016-17,52,2,"360000(Three lakhs
Sixty  thousand only)",8,"UG [4 Years
Program(s)]", KLE Academy of Higher Education and Research 
2015-16,110,107,2016-17,7,2017-18,86,31,"360000(Three lakhs
sixty thousand only)",15,"UG [4 Years
Program(s)]", KLE Academy of Higher Education and Research 
2013-14,90,59,2014-15,0,2015-16,47,4,"240000(Two lakhs
forty thousand only)",38,"UG [5 Years
Program(s)]", KLE Academy of Higher Education and Research 
2014-15,110,82,2015-16,0,2016-17,52,2,"360000(Three lakhs
Sixty  thousand only)",8,"UG [5 Years
Program(s)]", KLE Academy of Higher Education and Research 
2015-16,110,107,2016-17,7,2017-18,86,31,"360000(Three lakhs
sixty thousand only)",15,"UG [5 Years
Program(s)]", KLE Academy of Higher Education and Research 
2013-14,90,59,2014-15,0,2015-16,47,4,"240000(Two lakhs
forty thousand only)",38,"PG [1 Year
Program(s)]", KLE Academy of Higher Education and Research 
2014-15,110,82,2015-16,0,2016-17,52,2,"360000(Three lakhs
Sixty  thousand only)",8,"PG [1 Year
Program(s)]", KLE Academy of Higher Education and Research 
2015-16,110,107,2016-17,7,2017-18,86,31,"360000(Three lakhs
sixty thousand only)",15,"PG [1 Year
Program(s)]", KLE Academy of Higher Education and Research 
2013-14,90,59,2014-15,0,2015-16,47,4,"240000(Two lakhs
forty thousand only)",38,"PG [2 Year
Program(s)]", KLE Academy of Higher Education and Research 
2014-15,110,82,2015-16,0,2016-17,52,2,"360000(Three lakhs
Sixty  thousand only)",8,"PG [2 Year
Program(s)]", KLE Academy of Higher Education and Research 
2015-16,110,107,2016-17,7,2017-18,86,31,"360000(Three lakhs
sixty thousand only)",15,"PG [2 Year
Program(s)]", KLE Academy of Higher Education and Research 
2013-14,90,59,2014-15,0,2015-16,47,4,"240000(Two lakhs
forty thousand only)",38,"PG [3 Year
Program(s)]", KLE Academy of Higher Education and Research 
2014-15,110,82,2015-16,0,2016-17,52,2,"360000(Three lakhs
Sixty  thousand only)",8,"PG [3 Year
Program(s)]", KLE Academy of Higher Education and Research 
2015-16,110,107,2016-17,7,2017-18,86,31,"360000(Three lakhs
sixty thousand only)",15,"PG [3 Year
Program(s)]", KLE Academy of Higher Education and Research 
2013-14,90,59,2014-15,0,2015-16,47,4,"240000(Two lakhs
forty thousand only)",38,"PG [6 Year
Program(s)]", KLE Academy of Higher Education and Research 
2014-15,110,82,2015-16,0,2016-17,52,2,"360000(Three lakhs
Sixty  thousand only)",8,"PG [6 Year
Program(s)]", KLE Academy of Higher Education and Research 
2015-16,110,107,2016-17,7,2017-18,86,31,"360000(Three lakhs
sixty thousand only)",15,"PG [6 Year
Program(s)]", KLE Academy of Higher Education and Research 
2013-14,447,327,2014-15,0,2015-16,214,103,"314000(Three Lakhs
Fourteen Thousand )",23,"UG [3 Years
Program(s)]", Manipal Academy of Higher Education 
2014-15,522,428,2015-16,0,2016-17,312,159,"439905(Four Lakhs
Thirty Nine Thousand
Nine Hundred Five)",70,"UG [3 Years
Program(s)]", Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred)",267,"UG [3 Years
Program(s)]", Manipal Academy of Higher Education 
2013-14,447,327,2014-15,0,2015-16,214,103,"314000(Three Lakhs
Fourteen Thousand )",23,"UG [4 Years
Program(s)]", Manipal Academy of Higher Education 
2014-15,522,428,2015-16,0,2016-17,312,159,"439905(Four Lakhs
Thirty Nine Thousand
Nine Hundred Five)",70,"UG [4 Years
Program(s)]", Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred)",267,"UG [4 Years
Program(s)]", Manipal Academy of Higher Education 
2013-14,447,327,2014-15,0,2015-16,214,103,"314000(Three Lakhs
Fourteen Thousand )",23,"UG [5 Years
Program(s)]", Manipal Academy of Higher Education 
2014-15,522,428,2015-16,0,2016-17,312,159,"439905(Four Lakhs
Thirty Nine Thousand
Nine Hundred Five)",70,"UG [5 Years
Program(s)]", Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred)",267,"UG [5 Years
Program(s)]", Manipal Academy of Higher Education 
2013-14,447,327,2014-15,0,2015-16,214,103,"314000(Three Lakhs
Fourteen Thousand )",23,"PG [1 Year
Program(s)]", Manipal Academy of Higher Education 
2014-15,522,428,2015-16,0,2016-17,312,159,"439905(Four Lakhs
Thirty Nine Thousand
Nine Hundred Five)",70,"PG [1 Year
Program(s)]", Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred)",267,"PG [1 Year
Program(s)]", Manipal Academy of Higher Education 
2013-14,447,327,2014-15,0,2015-16,214,103,"314000(Three Lakhs
Fourteen Thousand )",23,"PG [2 Year
Program(s)]", Manipal Academy of Higher Education 
2014-15,522,428,2015-16,0,2016-17,312,159,"439905(Four Lakhs
Thirty Nine Thousand
Nine Hundred Five)",70,"PG [2 Year
Program(s)]", Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred)",267,"PG [2 Year
Program(s)]", Manipal Academy of Higher Education 
2013-14,447,327,2014-15,0,2015-16,214,103,"314000(Three Lakhs
Fourteen Thousand )",23,"PG [3 Year
Program(s)]", Manipal Academy of Higher Education 
2014-15,522,428,2015-16,0,2016-17,312,159,"439905(Four Lakhs
Thirty Nine Thousand
Nine Hundred Five)",70,"PG [3 Year
Program(s)]", Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred)",267,"PG [3 Year
Program(s)]", Manipal Academy of Higher Education 
2013-14,447,327,2014-15,0,2015-16,214,103,"314000(Three Lakhs
Fourteen Thousand )",23,"PG [6 Year
Program(s)]", Manipal Academy of Higher Education 
2014-15,522,428,2015-16,0,2016-17,312,159,"439905(Four Lakhs
Thirty Nine Thousand
Nine Hundred Five)",70,"PG [6 Year
Program(s)]", Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred)",267,"PG [6 Year
Program(s)]", Manipal Academy of Higher Education 
2013-14,2100,1907,2014-15,88,2015-16,1950,550,"228000(Two lakh
twenty eight thousand
only )",1320,"UG [3 Years
Program(s)]", Mysore University 
2014-15,2100,2055,2015-16,65,2016-17,1988,320,"264000(Two lakh sixty
four thousand only )",1409,"UG [3 Years
Program(s)]", Mysore University 
2015-16,1820,1887,2016-17,50,2017-18,1800,400,"264000(Two lakh sixty
four thousand only )",1200,"UG [3 Years
Program(s)]", Mysore University 
2013-14,2100,1907,2014-15,88,2015-16,1950,550,"228000(Two lakh
twenty eight thousand
only )",1320,"UG [5 Years
Program(s)]", Mysore University 
2014-15,2100,2055,2015-16,65,2016-17,1988,320,"264000(Two lakh sixty
four thousand only )",1409,"UG [5 Years
Program(s)]", Mysore University 
2015-16,1820,1887,2016-17,50,2017-18,1800,400,"264000(Two lakh sixty
four thousand only )",1200,"UG [5 Years
Program(s)]", Mysore University 
2013-14,2100,1907,2014-15,88,2015-16,1950,550,"228000(Two lakh
twenty eight thousand
only )",1320,"PG [1 Year
Program(s)]", Mysore University 
2014-15,2100,2055,2015-16,65,2016-17,1988,320,"264000(Two lakh sixty
four thousand only )",1409,"PG [1 Year
Program(s)]", Mysore University 
2015-16,1820,1887,2016-17,50,2017-18,1800,400,"264000(Two lakh sixty
four thousand only )",1200,"PG [1 Year
Program(s)]", Mysore University 
2013-14,2100,1907,2014-15,88,2015-16,1950,550,"228000(Two lakh
twenty eight thousand
only )",1320,"PG [2 Year
Program(s)]", Mysore University 
2014-15,2100,2055,2015-16,65,2016-17,1988,320,"264000(Two lakh sixty
four thousand only )",1409,"PG [2 Year
Program(s)]", Mysore University 
2015-16,1820,1887,2016-17,50,2017-18,1800,400,"264000(Two lakh sixty
four thousand only )",1200,"PG [2 Year
Program(s)]", Mysore University 
2013-14,2100,1907,2014-15,88,2015-16,1950,550,"228000(Two lakh
twenty eight thousand
only )",1320,"PG [3 Year
Program(s)]", Mysore University 
2014-15,2100,2055,2015-16,65,2016-17,1988,320,"264000(Two lakh sixty
four thousand only )",1409,"PG [3 Year
Program(s)]", Mysore University 
2015-16,1820,1887,2016-17,50,2017-18,1800,400,"264000(Two lakh sixty
four thousand only )",1200,"PG [3 Year
Program(s)]", Mysore University 
2012-13,862,829,2013-14,0,2015-16,776,616,700000(Seven Lakh),80,"UG [4 Years
Program(s)]", National Institute of Technology Karnataka 
2013-14,868,827,2014-15,0,2016-17,792,685,"730000(Seven Lakh
Thirty Thousand)",92,"UG [4 Years
Program(s)]", National Institute of Technology Karnataka 
2014-15,868,830,2015-16,0,2017-18,820,644,"710000(Seven Lakh
Ten Thousand)",73,"UG [4 Years
Program(s)]", National Institute of Technology Karnataka 
2012-13,862,829,2013-14,0,2015-16,776,616,700000(Seven Lakh),80,"PG [2 Year
Program(s)]", National Institute of Technology Karnataka 
2013-14,868,827,2014-15,0,2016-17,792,685,"730000(Seven Lakh
Thirty Thousand)",92,"PG [2 Year
Program(s)]", National Institute of Technology Karnataka 
2014-15,868,830,2015-16,0,2017-18,820,644,"710000(Seven Lakh
Ten Thousand)",73,"PG [2 Year
Program(s)]", National Institute of Technology Karnataka 
2012-13,862,829,2013-14,0,2015-16,776,616,700000(Seven Lakh),80,"PG [3 Year
Program(s)]", National Institute of Technology Karnataka 
